All Dates and Details Purchases by Product/Service,,,,,,,,,,,,
"Norris Utilities, LLC",,,,,,,,,,,,
All Dates,,,,,,,,,,,,

,Transaction date,Transaction type,Num,Vendor,Memo/Description,Quantity,Rate,Amount,Balance,SKU,Full name,Product/Service full name
,06/30/2025,Journal Entry,108,,,,,-139.07,"-25,635,670.12",,"Alabama, Birmingham Payable",
,06/30/2025,Journal Entry,108,,,,,-277.10,"-25,635,947.22",,"Louisiana, Caddo Parish Payable",
,06/30/2025,Journal Entry,108,,,,,-65.60,"-25,636,012.82",,"Louisiana, Rapides Parish Payable",
,06/30/2025,Journal Entry,108,,,,,"-5,385.11","-25,641,397.93",,Taxes paid,
,07/01/2025,Bill,,Aaron Norris / Norris Utilities,Monthly Fee - Excluding Expenses,,,"-3,000.00","-25,644,397.93",,Bay Shore Systems Retained Independent Rep. Fee,
,07/01/2025,Expense,,Exxon,BLUFF PARK EXXON,1.00,,64.63,"-25,644,333.30",,Vehicle Expense - Fuel,
,07/01/2025,Expense,,Exxon,BLUFF PARK EXXON,1.00,,58.98,"-25,644,274.32",,Vehicle Expense - Fuel,
,07/01/2025,Expense,,,TWIN PEAKS - HOOVER,1.00,,33.47,"-25,644,240.85",,Meals,
,07/02/2025,Expense,,Flying J,FLYING J 602,1.00,,4.91,"-25,644,235.94",,Vehicle Expense - Fuel,
,07/02/2025,Expense,,,TST* MONDAY NIGHT BREWERY,1.00,,46.92,"-25,644,189.02",,Meals,
,07/03/2025,Payment,,,,,,"-1,661.80","-25,645,850.82",,Accounts Receivable (A/R),
,07/03/2025,Deposit,,Bay Shore Systems,ACH CREDIT RECEIVED BAY SHORE SYSTEM TRADE PAY *6*250624*4808.58*US\,1.00,"3,000.00","3,000.00","-25,642,850.82",,Bay Shore Systems Retained Independent Rep. Fee,
,07/03/2025,Deposit,,,ACH CREDIT RECEIVED BAY SHORE SYSTEM TRADE PAY *6*250624*4808.58*US\,-1.00,"1,808.58","-1,808.58","-25,644,659.40",,Travel,
,07/03/2025,Expense,,QuickBooks Payments,INTUIT *QBooks Online,1.00,,124.78,"-25,644,534.62",,QuickBooks Payments Fees,
,07/06/2025,Expense,,Circle K,CIRCLE K # X6638,1.00,,59.75,"-25,644,474.87",,Vehicle Expense - Fuel,
,07/06/2025,Expense,,Circle K,CIRCLE K # X6638,1.00,,71.35,"-25,644,403.52",,Vehicle Expense - Fuel,
,07/06/2025,Expense,,,THE LODGE AT GULF STAT,1.00,,89.00,"-25,644,314.52",,Travel,
,07/07/2025,Check,30,,CHECK PAID,1.00,,"2,208.77","-25,642,105.75",,Interest paid,
,07/07/2025,Expense,,Dollar General,DOLLAR GENERAL X4179,1.00,,9.58,"-25,642,096.17",,Office expenses:Office supplies,
,07/08/2025,Check,1093,Steel City Creative,CHECK PAID,1.00,,"1,598.60","-25,640,497.57",,Advertising & marketing,
,07/08/2025,Expense,,Google,GOOGLE *Google One,1.00,,2.99,"-25,640,494.58",,Computer Expense,
,07/08/2025,Expense,,Chase Credit Card,APPLE.COM/BILL,1.00,,29.99,"-25,640,464.59",,Computer Expense,
,07/08/2025,Expense,,,"SPO*FLORA-BAMALOUNGE,PACK",1.00,,43.00,"-25,640,421.59",,Entertainment with clients,
,07/08/2025,Expense,,,SPO*FLORA-BAMAYACHTCLUB,1.00,,251.02,"-25,640,170.57",,Entertainment with clients,
,07/09/2025,Payment,,,,,,"-4,392.35","-25,644,562.92",,Accounts Receivable (A/R),
,07/09/2025,Deposit,,,Paid via QuickBooks Payments: Payment ID 027585,,,"-4,392.35","-25,648,955.27",,Payments to deposit,
,07/09/2025,Expense,,QuickBooks Payments,"System-recorded fee for QuickBooks Payments. Fee-name: DiscountRateFee, fee-type: Daily.",,,131.33,"-25,648,823.94",,QuickBooks Payments Fees,
,07/09/2025,Expense,,,PREAUTHORIZED WITHDRAWAL BIRMINGHAM TAX BRMNGHMTAX 250709,1.00,,17.53,"-25,648,806.41",,Taxes paid,
,07/09/2025,Expense,,Hilton,HILTON HOTELS,1.00,,258.25,"-25,648,548.16",,Travel,
,07/10/2025,Expense,,Circle K,CIRCLE K # X1561,1.00,,51.84,"-25,648,496.32",,Vehicle Expense - Fuel,
,07/10/2025,Expense,,Circle K,CIRCLE K # X1561,1.00,,7.42,"-25,648,488.90",,Vehicle Expense - Fuel,
,07/10/2025,Expense,,,TST*LULUS GULF SHORES,1.00,,129.36,"-25,648,359.54",,Entertainment with clients,
,07/10/2025,Expense,,,LUCY B GOODE LLC,1.00,,5.00,"-25,648,354.54",,Meals,
,07/11/2025,Expense,,,DISCOUNT TIRE ALB 01,1.00,,75.00,"-25,648,279.54",,Auto Repairs & Maintenance,
,07/11/2025,Expense,,Circle K,CIRCLE K # X3817,1.00,,37.80,"-25,648,241.74",,Vehicle Expense - Fuel,
,07/11/2025,Expense,,Circle K,CIRCLE K # X3817,1.00,,6.99,"-25,648,234.75",,Vehicle Expense - Fuel,
,07/12/2025,Expense,,Chase Credit Card,APPLE.COM/BILL,1.00,,13.77,"-25,648,220.98",,Computer Expense,
,07/13/2025,Expense,,Stamps.com,Stamps.com,1.00,,20.99,"-25,648,199.99",,Office expenses:Shipping & postage,
,07/14/2025,Payment,,,,,,"-1,210.00","-25,649,409.99",,Accounts Receivable (A/R),
,07/14/2025,Payment,,,,,,"-1,072.50","-25,650,482.49",,Accounts Receivable (A/R),
,07/14/2025,Payment,,,,,,-440.00,"-25,650,922.49",,Accounts Receivable (A/R),
,07/14/2025,Deposit,195060102,,MOBILE DEPOSIT,-1.00,,-4.00,"-25,650,926.49",,Taxes paid,
,07/14/2025,Deposit,195060101,,MOBILE DEPOSIT,-1.00,,-81.00,"-25,651,007.49",,Taxes paid,
,07/14/2025,Expense,,UPS,THE UPS STORE 0255,1.00,,113.99,"-25,650,893.50",,Office expenses:Shipping & postage,
,07/14/2025,Expense,,UPS,THE UPS STORE 0255,1.00,,114.31,"-25,650,779.19",,Office expenses:Shipping & postage,
,07/14/2025,Expense,,UPS,THE UPS STORE 0255,1.00,,44.64,"-25,650,734.55",,Office expenses:Shipping & postage,
,07/14/2025,Expense,,UPS,THE UPS STORE 0255,1.00,,98.62,"-25,650,635.93",,Office expenses:Shipping & postage,
,07/14/2025,Expense,,Circle K,CIRCLE K # X3817,1.00,,56.30,"-25,650,579.63",,Vehicle Expense - Fuel,
,07/14/2025,Expense,,Circle K,CIRCLE K # X3817,1.00,,75.04,"-25,650,504.59",,Vehicle Expense - Fuel,
,07/14/2025,Expense,,HP Instant Ink,HP *INSTANT INK,1.00,,6.34,"-25,650,498.25",,Office expenses:Office supplies,
,07/17/2025,Payment,,,,,,"-2,380.00","-25,652,878.25",,Accounts Receivable (A/R),
,07/17/2025,Payment,,,,,,-745.35,"-25,653,623.60",,Accounts Receivable (A/R),
,07/17/2025,Deposit,,,Paid via QuickBooks Payments: Payment ID 072934,,,"-2,380.00","-25,656,003.60",,Payments to deposit,
,07/17/2025,Expense,,QuickBooks Payments,"System-recorded fee for QuickBooks Payments. Fee-name: DiscountRateFee, fee-type: Daily.",,,71.16,"-25,655,932.44",,QuickBooks Payments Fees,
,07/18/2025,Expense,,Raceway,RACEWAY 6824 XXXX8248,1.00,,42.97,"-25,655,889.47",,Vehicle Expense - Fuel,
,07/18/2025,Expense,,Raceway,RACEWAY 6824 XXXX8248,1.00,,6.95,"-25,655,882.52",,Vehicle Expense - Fuel,
,07/19/2025,Expense,,Love's Country Stores,LOVE'S #0619 OUTSIDE,1.00,,47.02,"-25,655,835.50",,Vehicle Expense - Fuel,
,07/19/2025,Expense,,,WWW.PORTRAITWORKSVA.CO,1.00,,65.00,"-25,655,770.50",,Advertising & marketing,
,07/19/2025,Expense,,,WWW.PORTRAITWORKSVA.CO,1.00,,90.00,"-25,655,680.50",,Advertising & marketing,
,07/20/2025,Expense,,Love's Country Stores,LOVE'S #0343 OUTSIDE,1.00,,45.82,"-25,655,634.68",,Vehicle Expense - Fuel,
,07/20/2025,Expense,,Love's Country Stores,LOVE'S #0343 INSIDE,1.00,,4.19,"-25,655,630.49",,Vehicle Expense - Fuel,
,07/20/2025,Expense,,,OPENAI *CHATGPT SUBSCR,1.00,,21.20,"-25,655,609.29",,Dues & Subscriptions,
,07/21/2025,Expense,,,Spectrum,1.00,,108.00,"-25,655,501.29",,Utilities:Internet & TV services,
,07/21/2025,Expense,,,HALLMARK CDJR BIRMINGHAM,1.00,,200.85,"-25,655,300.44",,Office expenses:Office supplies,
,07/22/2025,Payment,,,,,,-550.96,"-25,655,851.40",,Accounts Receivable (A/R),
,07/22/2025,Deposit,,,Paid via QuickBooks Payments: Payment ID 057209,,,-550.96,"-25,656,402.36",,Payments to deposit,
,07/22/2025,Expense,,QuickBooks Payments,"System-recorded fee for QuickBooks Payments. Fee-name: DiscountRateFee, fee-type: Daily.",,,16.47,"-25,656,385.89",,QuickBooks Payments Fees,
,07/22/2025,Check,1094,Steel City Creative,CHECK PAID,1.00,,"1,320.77","-25,655,065.12",,Advertising & marketing,
,07/22/2025,Expense,,,PREAUTHORIZED WITHDRAWAL AL ONESPOT TAX Alabama.go 250722 XXXXXXXX45390,1.00,,7.79,"-25,655,057.33",,Taxes paid,
,07/22/2025,Expense,,Mississippi Dept of Revenue,PREAUTHORIZED WITHDRAWAL MSDEPTOFREVENUE TAXPAYMENT 250722 MXXXXXX9376,1.00,,"2,560.44","-25,652,496.89",,Taxes paid,
,07/22/2025,Expense,,,PREAUTHORIZED WITHDRAWAL LOUISIANA REVEN ACH PMT TXP*XXXXXXXX01400*04101*250630*T*13300*Z* 250708*TAPXXXXXX2640*250721\,1.00,,133.00,"-25,652,363.89",,Taxes paid,
,07/22/2025,Expense,,Alabama Dept of Revenue,PREAUTHORIZED WITHDRAWAL AL-DEPT OF REV DIRECT DBT 250722 42891072,1.00,,15.58,"-25,652,348.31",,Taxes paid,
,07/22/2025,Expense,,Spotify,Spotify USA,1.00,,18.35,"-25,652,329.96",,Computer Expense,
,07/22/2025,Expense,,Love's Country Stores,LOVE'S #0304 OUTSIDE,1.00,,56.26,"-25,652,273.70",,Vehicle Expense - Fuel,
,07/22/2025,Expense,,,CITGO JAY FOOD MARKET,1.00,,14.96,"-25,652,258.74",,Vehicle Expense - Fuel,
,07/22/2025,Expense,,,SQ *ATTACK OF THE TATSU,1.00,,32.09,"-25,652,226.65",,Meals,
,07/22/2025,Expense,,,ADIDAS US ONLINE STORE,1.00,,58.30,"-25,652,168.35",,Laundry & Uniforms,
,07/23/2025,Expense,,,PREAUTHORIZED WITHDRAWAL CADSHRSALEUSETAX SALES TAX 250723,1.00,,123.05,"-25,652,045.30",,Taxes paid,
,07/23/2025,Expense,,Chase Credit Card,APPLE.COM/BILL,1.00,,9.99,"-25,652,035.31",,Computer Expense,
,07/23/2025,Expense,,UPS,THE UPS STORE 0255,1.00,,61.70,"-25,651,973.61",,Office expenses:Shipping & postage,
,07/23/2025,Expense,,Circle K,CIRCLE K # X3647,1.00,,12.10,"-25,651,961.51",,Vehicle Expense - Fuel,
,07/23/2025,Expense,,Aaron Norris / Norris Utilities,SHELL OIL XXXXXXX9009,1.00,,6.53,"-25,651,954.98",,Vehicle Expense - Fuel,
,07/23/2025,Expense,,,DOUBLETREE CHATTANOOGA,1.00,,239.81,"-25,651,715.17",,Travel,
,07/23/2025,Expense,,,WALLYS RESTAURANT-MCCALLI,1.00,,34.04,"-25,651,681.13",,Meals,
,07/23/2025,Expense,,,ADIDAS US ONLINE STORE,1.00,,121.90,"-25,651,559.23",,Laundry & Uniforms,
,07/23/2025,Expense,,,Totto Sushi and Grill,1.00,,37.48,"-25,651,521.75",,Meals,
,07/24/2025,Expense,,Dollar General,DOLLAR GENERAL #X1389,1.00,,7.21,"-25,651,514.54",,Office expenses:Office supplies,
,07/24/2025,Expense,,Raceway,RACEWAY 6822 XXXX8227,1.00,,64.33,"-25,651,450.21",,Vehicle Expense - Fuel,
,07/24/2025,Expense,,,DISCOUNT TIRE ALB 01,1.00,,"1,487.00","-25,649,963.21",,Auto Repairs & Maintenance,
,07/24/2025,Expense,,,DOUBLETREE CHATTANOOGA,1.00,,256.20,"-25,649,707.01",,Travel,
,07/24/2025,Expense,,,HABANEROS MEXICAN GRILL T,1.00,,32.13,"-25,649,674.88",,Meals,
,07/25/2025,Payment,,,,,,"-1,535.00","-25,651,209.88",,Accounts Receivable (A/R),
,07/25/2025,Expense,,UPS,THE UPS STORE 0255,1.00,,32.11,"-25,651,177.77",,Office expenses:Shipping & postage,
,07/25/2025,Expense,,UPS,THE UPS STORE 0255,1.00,,45.76,"-25,651,132.01",,Office expenses:Shipping & postage,
,07/25/2025,Expense,,,REMARKABLE,1.00,,3.29,"-25,651,128.72",,Office expenses:Office supplies,
,07/28/2025,Payment,,,,,,-267.00,"-25,651,395.72",,Accounts Receivable (A/R),
,07/28/2025,Payment,,,,,,-267.00,"-25,651,662.72",,Accounts Receivable (A/R),
,07/28/2025,Payment,,,,,,-823.75,"-25,652,486.47",,Accounts Receivable (A/R),
,07/28/2025,Payment,,,,,,"-1,082.84","-25,653,569.31",,Accounts Receivable (A/R),
,07/28/2025,Deposit,,,Paid via QuickBooks Payments: Payment ID UBSZCZ,,,-267.00,"-25,653,836.31",,Payments to deposit,
,07/28/2025,Deposit,,,Paid via QuickBooks Payments: Payment ID UBTFBZ,,,-267.00,"-25,654,103.31",,Payments to deposit,
,07/28/2025,Deposit,,,Paid via QuickBooks Payments: Payment ID UI44EZ,,,-823.75,"-25,654,927.06",,Payments to deposit,
,07/28/2025,Deposit,,,Paid via QuickBooks Payments: Payment ID UI4PYZ,,,"-1,082.84","-25,656,009.90",,Payments to deposit,
,07/28/2025,Expense,,QuickBooks Payments,"System-recorded fee for QuickBooks Payments. Fee-name: DiscountRateFee, fee-type: Daily.",,,72.97,"-25,655,936.93",,QuickBooks Payments Fees,
,07/28/2025,Payment,,,,,,"-14,362.00","-25,670,298.93",,Accounts Receivable (A/R),
,07/28/2025,Expense,,,PREAUTHORIZED WITHDRAWAL CHASE CREDIT CRD AUTOPAYBUS 250728,-1.00,,"-3,381.66","-25,673,680.59",,Norris Utilities Chase Ink Credit Card,
,07/28/2025,Expense,,UPS,THE UPS STORE 0255,1.00,,35.12,"-25,673,645.47",,Office expenses:Shipping & postage,
,07/28/2025,Expense,,,NC QUICK PASS,1.00,,12.24,"-25,673,633.23",,Travel,
,07/29/2025,Expense,,UPS,THE UPS STORE 0255,1.00,,55.41,"-25,673,577.82",,Office expenses:Shipping & postage,
,07/29/2025,Expense,,UPS,THE UPS STORE 0255,1.00,,38.10,"-25,673,539.72",,Office expenses:Shipping & postage,
,07/30/2025,Expense,,Aaron Norris / Norris Utilities,SHELL OIL XXXXXXX4605,1.00,,5.78,"-25,673,533.94",,Vehicle Expense - Fuel,
,07/30/2025,Expense,,Love's Country Stores,LOVE'S #0304 INSIDE,1.00,,3.31,"-25,673,530.63",,Vehicle Expense - Fuel,
,07/30/2025,Expense,,Love's Country Stores,LOVE'S #0304 INSIDE,1.00,,10.57,"-25,673,520.06",,Vehicle Expense - Fuel,
,07/30/2025,Expense,,Aaron Norris / Norris Utilities,SHELL OIL XXXXXXX3008,1.00,,20.00,"-25,673,500.06",,Vehicle Expense - Fuel,
,07/30/2025,Expense,,,AGAVE & RYE CHATANOOGA,1.00,,176.56,"-25,673,323.50",,Meals,
,07/30/2025,Credit Card Credit,,,ADIDAS US ONLINE STORE,-1.00,,-96.46,"-25,673,419.96",,Laundry & Uniforms,
,07/31/2025,Expense,,Circle K,CIRCLE K # X3923,1.00,,54.15,"-25,673,365.81",,Vehicle Expense - Fuel,
,07/31/2025,Expense,,Circle K,CIRCLE K # X3923,1.00,,17.19,"-25,673,348.62",,Vehicle Expense - Fuel,
,07/31/2025,Expense,,Walgreens,WALGREENS #7779,1.00,,12.43,"-25,673,336.19",,Office expenses:Office supplies,
,07/31/2025,Expense,,,WHOLEFDS CHT X0409,-1.00,,-2.54,"-25,673,338.73",,Owner draws,
,07/31/2025,Expense,,,Totto Sushi and Grill,1.00,,46.24,"-25,673,292.49",,Meals,
,08/01/2025,Bill,,Aaron Norris / Norris Utilities,Monthly Fee - Excluding Expenses,,,"-3,000.00","-25,676,292.49",,Bay Shore Systems Retained Independent Rep. Fee,
,08/01/2025,Expense,,,DOUBLETREE CHATTANOOGA,1.00,,345.38,"-25,675,947.11",,Travel,
,08/01/2025,Expense,,,DOUBLETREE CHATTANOOGA,1.00,,11.93,"-25,675,935.18",,Travel,
,08/02/2025,Expense,,QuickBooks Payments,INTUIT *QBooks Online,1.00,,124.78,"-25,675,810.40",,QuickBooks Payments Fees,
,08/02/2025,Expense,,Chase Credit Card,APPLE.COM/BILL,1.00,,10.99,"-25,675,799.41",,Computer Expense,
,08/04/2025,Expense,,Circle K,CIRCLE K # X3817,1.00,,56.57,"-25,675,742.84",,Vehicle Expense - Fuel,
,08/04/2025,Expense,,Circle K,CIRCLE K # X3817,1.00,,7.56,"-25,675,735.28",,Vehicle Expense - Fuel,
,08/05/2025,Check,31,Lisa Norris,CHECK PAID,1.00,,"2,208.77","-25,673,526.51",,Interest paid,
,08/06/2025,Expense,,UPS,THE UPS STORE 0255,1.00,,32.77,"-25,673,493.74",,Office expenses:Shipping & postage,
,08/06/2025,Expense,,UPS,THE UPS STORE 0255,1.00,,21.56,"-25,673,472.18",,Office expenses:Shipping & postage,
,08/06/2025,Expense,,,PREAUTHORIZED WITHDRAWAL BIRMINGHAM TAX BRMNGHMTAX 250806,1.00,,39.96,"-25,673,432.22",,Taxes paid,
,08/07/2025,Deposit,,Bay Shore Systems,ACH CREDIT RECEIVED BAY SHORE SYSTEM TRADE PAY *7*250729*3825.32*US\,1.00,"3,000.00","3,000.00","-25,670,432.22",,Bay Shore Systems Retained Independent Rep. Fee,
,08/07/2025,Deposit,,,ACH CREDIT RECEIVED BAY SHORE SYSTEM TRADE PAY *7*250729*3825.32*US\,-1.00,825.32,-825.32,"-25,671,257.54",,Travel,
,08/07/2025,Expense,,Raceway,RACEWAY 6710 XXXX7102,1.00,,56.50,"-25,671,201.04",,Vehicle Expense - Fuel,
,08/07/2025,Expense,,Raceway,RACEWAY 6710 XXXX7102,1.00,,7.87,"-25,671,193.17",,Vehicle Expense - Fuel,
,08/07/2025,Expense,,Wendy's,WENDY'S #1322,1.00,,6.68,"-25,671,186.49",,Meals,
,08/07/2025,Expense,,,COWBOYS 101,1.00,,66.59,"-25,671,119.90",,Vehicle Expense - Fuel,
,08/07/2025,Expense,,,COWBOYS 101,1.00,,10.58,"-25,671,109.32",,Vehicle Expense - Fuel,
,08/08/2025,Expense,,BP,BP#XXX8246GOASIS ASHLAND,1.00,,50.00,"-25,671,059.32",,Vehicle Expense - Fuel,
,08/08/2025,Expense,,Google,GOOGLE *Google One,1.00,,2.99,"-25,671,056.33",,Computer Expense,
,08/08/2025,Expense,,Circle K,CIRCLE K X5624,1.00,,18.45,"-25,671,037.88",,Vehicle Expense - Fuel,
,08/08/2025,Expense,,Chase Credit Card,APPLE.COM/BILL,1.00,,29.99,"-25,671,007.89",,Computer Expense,
,08/08/2025,Check,1096,Steel City Creative,CHECK PAID,1.00,,809.50,"-25,670,198.39",,Advertising & marketing,
,08/09/2025,Expense,,Taco Bell,TACO BELL XXX5366,1.00,,5.97,"-25,670,192.42",,Meals,
,08/09/2025,Expense,,Taco Bell,TACO BELL XXX5366,1.00,,27.18,"-25,670,165.24",,Meals,
,08/09/2025,Expense,,Kroger,KROGER #557,1.00,,48.95,"-25,670,116.29",,Office expenses,
,08/09/2025,Expense,,,FivePoint Payments Servic,1.00,,6.00,"-25,670,110.29",,Vehicle expenses:Parking & tolls,
,08/09/2025,Expense,,,4900 VHills Municipal Cou,1.00,,150.00,"-25,669,960.29",,Uncategorized Expense,
,08/10/2025,Expense,,BP,BP#XXX8246GOASIS ASHLAND,1.00,,30.96,"-25,669,929.33",,Vehicle Expense - Fuel,
,08/10/2025,Expense,,Hampton Inn,HAMPTON INNS,1.00,,14.50,"-25,669,914.83",,Travel,
,08/10/2025,Expense,,Hampton Inn,HAMPTON INNS,1.00,,706.45,"-25,669,208.38",,Travel,
,08/10/2025,Expense,,Aaron Norris / Norris Utilities,SHELL OIL XXXXXXX1706,1.00,,59.79,"-25,669,148.59",,Vehicle Expense - Fuel,
,08/10/2025,Expense,,,BUFFALO WILD WNGS 3819,1.00,,26.95,"-25,669,121.64",,Meals,
,08/11/2025,Bill Payment (Check),,"REELSTRONG, LLC",,,,"-16,894.77","-25,686,016.41",,Accounts Payable (A/P),
,08/11/2025,Expense,,,EL RANCHO VIEJO GOSHEN,1.00,,60.96,"-25,685,955.45",,Meals,
,08/12/2025,Expense,,Chase Credit Card,APPLE.COM/BILL,1.00,,13.77,"-25,685,941.68",,Computer Expense,
,08/12/2025,Expense,,Marathon,MARATHON PETROXX6411,1.00,,66.46,"-25,685,875.22",,Vehicle Expense - Fuel,
,08/12/2025,Expense,,,MEGA LIQUOR & SMOKE #14,-1.00,,-8.54,"-25,685,883.76",,Owner draws,
,08/12/2025,Expense,,,DOUBLETREE BY HILTON HOTE,1.00,,287.31,"-25,685,596.45",,Travel,
,08/13/2025,Expense,,Circle K,CIRCLE K X0121,1.00,,61.95,"-25,685,534.50",,Vehicle Expense - Fuel,
,08/13/2025,Expense,,Hilton,HILTON ADVPURCHXXXXXX7113,1.00,,154.16,"-25,685,380.34",,Travel,
,08/13/2025,Expense,,Stamps.com,Stamps.com,1.00,,20.99,"-25,685,359.35",,Office expenses:Shipping & postage,
,08/14/2025,Expense,,Hilton,TEMPO HILTON SDF DT NULU,1.00,,211.56,"-25,685,147.79",,Travel,
,08/14/2025,Expense,,Zaxby's,ZAXBY'S #X8601,1.00,,10.68,"-25,685,137.11",,Meals,
,08/14/2025,Expense,,Raceway,RACEWAY 6712 XXXX7129,1.00,,52.40,"-25,685,084.71",,Vehicle Expense - Fuel,
,08/14/2025,Expense,,Raceway,RACEWAY 6712 XXXX7129,1.00,,3.80,"-25,685,080.91",,Vehicle Expense - Fuel,
,08/14/2025,Expense,,HP Instant Ink,HP *INSTANT INK,1.00,,8.47,"-25,685,072.44",,Office expenses:Office supplies,
,08/14/2025,Expense,,,LOTUS MART,1.00,,64.27,"-25,685,008.17",,Vehicle Expense - Fuel,
,08/15/2025,Check,1097,Boss Products,CHECK PAID,1.00,,"5,710.68","-25,679,297.49",,Cost of goods sold,
,08/18/2025,Payment,,,,,,-590.46,"-25,679,887.95",,Accounts Receivable (A/R),
,08/18/2025,Payment,,,,,,-520.00,"-25,680,407.95",,Accounts Receivable (A/R),
,08/18/2025,Deposit,,,,,,-590.46,"-25,680,998.41",,Payments to deposit,
,08/18/2025,Deposit,,,Paid via QuickBooks Payments: Payment ID 095487,,,-520.00,"-25,681,518.41",,Payments to deposit,
,08/18/2025,Expense,,QuickBooks Payments,"System-recorded fee for QuickBooks Payments. Fee-name: DiscountRateFee, fee-type: Daily.",,,36.22,"-25,681,482.19",,QuickBooks Payments Fees,
,08/18/2025,Payment,,,,,,-527.80,"-25,682,009.99",,Accounts Receivable (A/R),
,08/18/2025,Deposit,230093258,,MOBILE DEPOSIT,-1.00,,-41.00,"-25,682,050.99",,Taxes paid,
,08/19/2025,Expense,,UPS,THE UPS STORE 0255,1.00,,32.77,"-25,682,018.22",,Office expenses:Shipping & postage,
,08/19/2025,Expense,,UPS,THE UPS STORE 0255,1.00,,35.63,"-25,681,982.59",,Office expenses:Shipping & postage,
,08/19/2025,Expense,,UPS,THE UPS STORE 0255,1.00,,43.16,"-25,681,939.43",,Office expenses:Shipping & postage,
,08/19/2025,Expense,,UPS,THE UPS STORE 0255,1.00,,84.55,"-25,681,854.88",,Office expenses:Shipping & postage,
,08/19/2025,Check,1098,Steel City Creative,CHECK PAID,1.00,,"1,350.52","-25,680,504.36",,Advertising & marketing,
,08/20/2025,Expense,,UPS,THE UPS STORE 0255,1.00,,44.64,"-25,680,459.72",,Office expenses:Shipping & postage,
,08/20/2025,Expense,,UPS,THE UPS STORE 0255,1.00,,35.12,"-25,680,424.60",,Office expenses:Shipping & postage,
,08/20/2025,Expense,,,OPENAI *CHATGPT SUBSCR,1.00,,21.20,"-25,680,403.40",,Dues & Subscriptions,
,08/20/2025,Expense,,Taco Bell,TACO CASA #10,1.00,,12.40,"-25,680,391.00",,Meals,
,08/20/2025,Expense,,,SP HOOPTY DISC,1.00,,219.00,"-25,680,172.00",,Uncategorized Expense,
,08/20/2025,Expense,,"Pearce, Bevill, Leesburg, & Moore, P.C. - CPA",PREAUTHORIZED WITHDRAWAL Pearce Bevill WEB PAY 250820,1.00,,"2,590.00","-25,677,582.00",,Legal & accounting services,
,08/20/2025,Expense,,"Pearce, Bevill, Leesburg, & Moore, P.C. - CPA",PREAUTHORIZED WITHDRAWAL Pearce Bevill WEB PAY 250820 PearceBevill,1.00,,854.25,"-25,676,727.75",,Legal & accounting services,
,08/21/2025,Payment,,,,,,-513.00,"-25,677,240.75",,Accounts Receivable (A/R),
,08/21/2025,Payment,,,,,,-617.00,"-25,677,857.75",,Accounts Receivable (A/R),
,08/21/2025,Deposit,,,Paid via QuickBooks Payments: Payment ID ZY5IZZ,,,-513.00,"-25,678,370.75",,Payments to deposit,
,08/21/2025,Deposit,,,Paid via QuickBooks Payments: Payment ID ZY5VOZ,,,-617.00,"-25,678,987.75",,Payments to deposit,
,08/21/2025,Expense,,QuickBooks Payments,"System-recorded fee for QuickBooks Payments. Fee-name: DiscountRateFee, fee-type: Daily.",,,33.79,"-25,678,953.96",,QuickBooks Payments Fees,
,08/21/2025,Expense,,,Spectrum,1.00,,110.00,"-25,678,843.96",,Utilities:Internet & TV services,
,08/21/2025,Expense,,Raceway,RACEWAY 6824 XXXX8248,1.00,,55.91,"-25,678,788.05",,Vehicle Expense - Fuel,
,08/21/2025,Expense,,Aaron Norris / Norris Utilities,SHELL OIL XXXXXXX7006,1.00,,62.90,"-25,678,725.15",,Vehicle Expense - Fuel,
,08/21/2025,Expense,,,TST*LAS TROJAS CANTINA -,1.00,,37.88,"-25,678,687.27",,Meals,
,08/21/2025,Expense,,,PREAUTHORIZED WITHDRAWAL RPPJ SALES TAX SALES TAX 250821,1.00,,64.75,"-25,678,622.52",,Taxes paid,
,08/21/2025,Expense,,Mississippi Dept of Revenue,PREAUTHORIZED WITHDRAWAL MSDEPTOFREVENUE TAXPAYMENT 250821 M878553472,1.00,,351.03,"-25,678,271.49",,Taxes paid,
,08/21/2025,Expense,,Alabama Dept of Revenue,PREAUTHORIZED WITHDRAWAL AL-DEPT OF REV DIRECT DBT 250821 XXXXXX1744,1.00,,75.05,"-25,678,196.44",,Taxes paid,
,08/21/2025,Expense,,,PREAUTHORIZED WITHDRAWAL AL ONESPOT TAX Alabama.go 250821 XXXXXXXX80690,1.00,,18.52,"-25,678,177.92",,Taxes paid,
,08/21/2025,Expense,,,PREAUTHORIZED WITHDRAWAL LOUISIANA REVEN ACH PMT TXP*XXXXXXXX01400*04101*250731*T*11500*Z* 250805*TAPXXXXXX5600*250820\,1.00,,115.00,"-25,678,062.92",,Taxes paid,
,08/21/2025,Expense,,Alabama Dept of Revenue,PREAUTHORIZED WITHDRAWAL AL-DEPT OF REV DIRECT DBT 250821 XXXXXX1120,1.00,,112.64,"-25,677,950.28",,Taxes paid,
,08/22/2025,Expense,,UPS,THE UPS STORE 0255,1.00,,53.14,"-25,677,897.14",,Office expenses:Shipping & postage,
,08/22/2025,Expense,,Spotify,Spotify USA,1.00,,18.35,"-25,677,878.79",,Computer Expense,
