Sales by Customer Detail,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Norris Utilities, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,
All Dates,,,,,,,,,,,,,,,,,,,,,,,,,,,

,Transaction date,Transaction type,Num,Product/Service full name,Description,Quantity,Sales price,Amount,Balance,Customer full name,Class full name,Customer/Vendor message,Full name,Location full name,Location,Product/Service,Ship date,Service date,Ship via,SKU,Tax amount,Tax inclusive amount,Tax name,Transaction type,REF #,Payment method,Item class
,10/09/2023,Invoice,1054,Credit Card Processing:Credit Card Processing Fee,4% Credit Card Processing Fee,1.00,17.88,17.88,"8,701.83",AEP/SWEPCO - Shreveport,Credit Card Processing Fee,"PO: Verbal

Order by: Brian Riley


Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!

*Credit Card Processing fee of 4% required for all Credit Card Payments*


        Integrity above all else. Business Partners, simplified.",Credit Card Processing Fee Income,"AEP / SWEPCO - Shreveport, LA","AEP / SWEPCO - Shreveport, LA",Credit Card Processing Fee,10/09/2023,10/09/2023,UPS,4%,0.00,,LA-Caddo-Shreveport-D017LE-D017SB,Invoice,,,Credit Card Processing Fee
,10/09/2023,Invoice,1054,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Guard Bucket Cover for D-Shape Transmission Bucket - 45"" x 77""","Transmission Bucket Cover for ""D-Shape"" Buckets.",1.00,350.00,350.00,"9,051.83",AEP/SWEPCO - Shreveport,NU Sold Products,"PO: Verbal

Order by: Brian Riley


Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!

*Credit Card Processing fee of 4% required for all Credit Card Payments*


        Integrity above all else. Business Partners, simplified.",Tooling Sales,"AEP / SWEPCO - Shreveport, LA","AEP / SWEPCO - Shreveport, LA","FlexPro Armor Guard Bucket Cover for D-Shape Transmission Bucket - 45"" x 77""",10/09/2023,10/09/2023,UPS,NU-BC-D4577,31.68,,LA-Caddo-Shreveport-D017LE-D017SB,Invoice,,,NU Sold Products
,10/09/2023,Invoice,1054,,Shipping,,,65.00,"9,116.83",AEP/SWEPCO - Shreveport,,"PO: Verbal

Order by: Brian Riley


Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!

*Credit Card Processing fee of 4% required for all Credit Card Payments*


        Integrity above all else. Business Partners, simplified.",Shipping Income,"AEP / SWEPCO - Shreveport, LA","AEP / SWEPCO - Shreveport, LA",,10/09/2023,,UPS,,0.00,,LA-Caddo-Shreveport-D017LE-D017SB,Invoice,,,
,02/26/2024,Invoice,1099,,Shipping,,,25.00,"9,141.83",AEP/SWEPCO - Shreveport,,"PO: Verbal

Order by: Brian Riley


Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!

*Credit Card Processing fee of 4% required for all Credit Card Payments*


        Integrity above all else. Business Partners, simplified.",Shipping Income,"AEP / SWEPCO - Shreveport, LA","AEP / SWEPCO - Shreveport, LA",,02/26/2024,,AC Freight,,0.00,,LA-Caddo-Shreveport-D017LE-D017SB,Invoice,,,
,02/26/2024,Invoice,1099,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""","1.5 Man Rigid 3 Panel Bucket Cover 28""x34"". Product Number: ""AC-BC2834""",5.00,160.00,800.00,"9,941.83",AEP/SWEPCO - Shreveport,NU Sold Products,"PO: Verbal

Order by: Brian Riley


Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!

*Credit Card Processing fee of 4% required for all Credit Card Payments*


        Integrity above all else. Business Partners, simplified.",Sales of Product Income,"AEP / SWEPCO - Shreveport, LA","AEP / SWEPCO - Shreveport, LA","FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",02/26/2024,02/26/2024,AC Freight,NU-BC-2834,72.40,,LA-Caddo-Shreveport-D017LE-D017SB,Invoice,,,NU Sold Products
,02/26/2024,Invoice,1099,Credit Card Processing:Credit Card Processing Fee,4% Credit Card Processing Fee,1.00,38.00,38.00,"9,979.83",AEP/SWEPCO - Shreveport,Credit Card Processing Fee,"PO: Verbal

Order by: Brian Riley


Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!

*Credit Card Processing fee of 4% required for all Credit Card Payments*


        Integrity above all else. Business Partners, simplified.",Credit Card Processing Fee Income,"AEP / SWEPCO - Shreveport, LA","AEP / SWEPCO - Shreveport, LA",Credit Card Processing Fee,02/26/2024,,AC Freight,4%,0.00,,LA-Caddo-Shreveport-D017LE-D017SB,Invoice,,,Credit Card Processing Fee
,05/23/2024,Invoice,1151,Credit Card Processing:Credit Card Processing Fee,4% Credit Card Processing Fee,1.00,48.00,48.00,"10,027.83",AEP/SWEPCO - Shreveport,Credit Card Processing Fee,"PO: Verbal/CallOrder by: Brian RileyThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Credit Card Processing Fee Income,"AEP / SWEPCO - Shreveport, LA","AEP / SWEPCO - Shreveport, LA",Credit Card Processing Fee,05/23/2024,05/23/2024,UPS,4%,0.00,0.00,LA-Caddo-Shreveport-D017LE-D017SB,Invoice,,,Credit Card Processing Fee
,05/23/2024,Invoice,1151,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""","1.5 Man Rigid 3 Panel Bucket Cover 28""x34"". Product Number: ""AC-BC2834""",6.00,165.00,990.00,"11,017.83",AEP/SWEPCO - Shreveport,NU Sold Products,"PO: Verbal/CallOrder by: Brian RileyThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Sales of Product Income,"AEP / SWEPCO - Shreveport, LA","AEP / SWEPCO - Shreveport, LA","FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",05/23/2024,05/23/2024,UPS,NU-BC-2834,89.60,0.00,LA-Caddo-Shreveport-D017LE-D017SB,Invoice,,,NU Sold Products
,05/23/2024,Invoice,1151,,Shipping,,,100.00,"11,117.83",AEP/SWEPCO - Shreveport,,"PO: Verbal/CallOrder by: Brian RileyThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Shipping Income,"AEP / SWEPCO - Shreveport, LA","AEP / SWEPCO - Shreveport, LA",,05/23/2024,,UPS,,0.00,,LA-Caddo-Shreveport-D017LE-D017SB,Invoice,,,
,11/19/2024,Invoice,1240,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""","FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",6.00,185.00,"1,110.00","12,227.83",AEP/SWEPCO - Shreveport,NU Sold Products,"PO: Email Ordered by: Brian RileyThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Sales of Product Income,"AEP / SWEPCO - Shreveport, LA","AEP / SWEPCO - Shreveport, LA","FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",11/19/2024,11/19/2024,UPS,NU-BC-2834,100.45,,LA-Caddo-Shreveport-D017LE-D017SB,Invoice,,,NU Sold Products
,11/19/2024,Invoice,1240,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""","FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",6.00,205.00,"1,230.00","13,457.83",AEP/SWEPCO - Shreveport,NU Sold Products,"PO: Email Ordered by: Brian RileyThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,"AEP / SWEPCO - Shreveport, LA","AEP / SWEPCO - Shreveport, LA","FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",11/19/2024,,UPS,NU-BC-2851,111.32,,LA-Caddo-Shreveport-D017LE-D017SB,Invoice,,,NU Sold Products
,11/19/2024,Invoice,1240,Credit Card Processing:Credit Card Processing Fee,4% Credit Card Processing Fee,1.00,110.75,110.75,"13,568.58",AEP/SWEPCO - Shreveport,Credit Card Processing Fee,"PO: Email Ordered by: Brian RileyThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Credit Card Processing Fee Income,"AEP / SWEPCO - Shreveport, LA","AEP / SWEPCO - Shreveport, LA",Credit Card Processing Fee,11/19/2024,,UPS,4%,0.00,,LA-Caddo-Shreveport-D017LE-D017SB,Invoice,,,Credit Card Processing Fee
,11/19/2024,Invoice,1240,,Shipping,,,215.00,"13,783.58",AEP/SWEPCO - Shreveport,,"PO: Email Ordered by: Brian RileyThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Shipping Income,"AEP / SWEPCO - Shreveport, LA","AEP / SWEPCO - Shreveport, LA",,11/19/2024,,UPS,,0.00,,LA-Caddo-Shreveport-D017LE-D017SB,Invoice,,,
,01/24/2025,Invoice,1277,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Guard Bucket Cover for D-Shape Transmission Bucket - 45"" x 77""","FlexPro Armor Guard Bucket Cover for Transmission ""D-Shape"" Bucket with Upper Control Cover. Collapsible 4 Panel Rigid Design. Size: 45"" x 77"". Hand Made in the USA.",1.00,825.00,825.00,"14,608.58",AEP/SWEPCO - Shreveport,NU Sold Products,"PO: VerbalOrdered by: Jason/Brian RileyThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Sales of Product Income,"AEP / SWEPCO - Shreveport, LA","AEP / SWEPCO - Shreveport, LA","FlexPro Armor Guard Bucket Cover for D-Shape Transmission Bucket - 45"" x 77""",01/24/2025,01/24/2025,UPS,NU-BC-D4577,79.20,,LA-Caddo-Shreveport-D017LE-D017SB,Invoice,,,NU Sold Products
,01/24/2025,Invoice,1277,,Shipping,,,190.00,"14,798.58",AEP/SWEPCO - Shreveport,,"PO: VerbalOrdered by: Jason/Brian RileyThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Shipping Income,"AEP / SWEPCO - Shreveport, LA","AEP / SWEPCO - Shreveport, LA",,01/24/2025,,UPS,,0.00,,LA-Caddo-Shreveport-D017LE-D017SB,Invoice,,,
,01/24/2025,Invoice,1277,Credit Card Processing:Credit Card Processing Fee,4% Credit Card Processing Fee,1.00,45.00,45.00,"14,843.58",AEP/SWEPCO - Shreveport,Credit Card Processing Fee,"PO: VerbalOrdered by: Jason/Brian RileyThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Credit Card Processing Fee Income,"AEP / SWEPCO - Shreveport, LA","AEP / SWEPCO - Shreveport, LA",Credit Card Processing Fee,01/24/2025,,UPS,4%,0.00,,LA-Caddo-Shreveport-D017LE-D017SB,Invoice,,,Credit Card Processing Fee
,02/03/2025,Invoice,1287,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""","FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",8.00,185.00,"1,480.00","16,323.58",AEP/SWEPCO - Shreveport,NU Sold Products,"PO: Verbal/In-PersonOrdered by: Brian RileyThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Sales of Product Income,"AEP / SWEPCO - Shreveport, LA","AEP / SWEPCO - Shreveport, LA","FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",02/04/2025,01/22/2025,AC Freight,NU-BC-2834,142.08,,LA-Caddo-Shreveport-D017LE-D017SB,Invoice,,,NU Sold Products
,02/03/2025,Invoice,1287,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""","FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",2.00,205.00,410.00,"16,733.58",AEP/SWEPCO - Shreveport,NU Sold Products,"PO: Verbal/In-PersonOrdered by: Brian RileyThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,"AEP / SWEPCO - Shreveport, LA","AEP / SWEPCO - Shreveport, LA","FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",02/04/2025,01/22/2025,AC Freight,NU-BC-2851,39.36,,LA-Caddo-Shreveport-D017LE-D017SB,Invoice,,,NU Sold Products
,02/03/2025,Invoice,1287,Credit Card Processing:Credit Card Processing Fee,4% Credit Card Processing Fee,1.00,129.00,129.00,"16,862.58",AEP/SWEPCO - Shreveport,Credit Card Processing Fee,"PO: Verbal/In-PersonOrdered by: Brian RileyThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Credit Card Processing Fee Income,"AEP / SWEPCO - Shreveport, LA","AEP / SWEPCO - Shreveport, LA",Credit Card Processing Fee,02/04/2025,,AC Freight,4%,0.00,,LA-Caddo-Shreveport-D017LE-D017SB,Invoice,,,Credit Card Processing Fee
,02/03/2025,Invoice,1287,,Shipping,,,65.00,"16,927.58",AEP/SWEPCO - Shreveport,,"PO: Verbal/In-PersonOrdered by: Brian RileyThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Shipping Income,"AEP / SWEPCO - Shreveport, LA","AEP / SWEPCO - Shreveport, LA",,02/04/2025,,AC Freight,,0.00,,LA-Caddo-Shreveport-D017LE-D017SB,Invoice,,,
,02/03/2025,Invoice,1287,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Guard Bucket Cover for D-Shape Transmission Bucket - 45"" x 77""","FlexPro Armor Guard Bucket Cover for Transmission ""D-Shape"" Bucket with Upper Control Cover. Collapsible 4 Panel Rigid Design. Size: 45"" x 77"". Hand Made in the USA.",1.00,825.00,825.00,"17,752.58",AEP/SWEPCO - Shreveport,NU Sold Products,"PO: Verbal/In-PersonOrdered by: Brian RileyThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Sales of Product Income,"AEP / SWEPCO - Shreveport, LA","AEP / SWEPCO - Shreveport, LA","FlexPro Armor Guard Bucket Cover for D-Shape Transmission Bucket - 45"" x 77""",02/04/2025,,AC Freight,NU-BC-D4577,79.20,,LA-Caddo-Shreveport-D017LE-D017SB,Invoice,,,NU Sold Products
,02/03/2025,Invoice,1289,Services,,1.00,0.00,0.00,"17,752.58",AEP/SWEPCO - Shreveport,,"PO: Verbal - Shreveport Tuesday/ThursdayOrdered by: Brian RileyThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Services,"AEP / SWEPCO - Shreveport, LA","AEP / SWEPCO - Shreveport, LA",Services,,01/21/2025,,,0.00,,LA-Caddo-Shreveport-D017LE-D017SB,Invoice,,,
,02/03/2025,Invoice,1290,Services,,1.00,0.00,0.00,"17,752.58",AEP/SWEPCO - Shreveport,,"PO: Verbal - Nat. Training Ordered by: Brian RileyThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Services,"AEP / SWEPCO - Shreveport, LA","AEP / SWEPCO - Shreveport, LA",Services,,01/22/2025,,,0.00,,LA-Caddo-Shreveport-D017LE-D017SB,Invoice,,,
,03/11/2025,Invoice,1311,Training & Services:Training & Services - Travel & Expense Day 3,Training & Services - Travel & Expense Day 3    (4 Day Training Trip between 2 locations),1.00,"1,505.96","1,505.96","19,258.54",AEP/SWEPCO - Shreveport,NU Sold Products,"PO: VerbalOrdered by: Brian RileyThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Services,"AEP / SWEPCO - Shreveport, LA","AEP / SWEPCO - Shreveport, LA",Training & Services - Travel & Expense Day 3,01/22/2025,01/22/2025,,SWEPCO - T&S Day 3,144.57,,LA-Caddo-Shreveport-D017LE-D017SB,Invoice,,,NU Sold Products
,03/11/2025,Invoice,1311,Training & Services:Training & Services - Travel & Expense Day 4,Training & Services - Travel & Expense Day 4    (4 Day Training Trip between 2 locations),1.00,"1,505.96","1,505.96","20,764.50",AEP/SWEPCO - Shreveport,NU Sold Products,"PO: VerbalOrdered by: Brian RileyThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Services,"AEP / SWEPCO - Shreveport, LA","AEP / SWEPCO - Shreveport, LA",Training & Services - Travel & Expense Day 4,01/22/2025,01/23/2025,,SWEPCO - T&S Day 4,144.57,,LA-Caddo-Shreveport-D017LE-D017SB,Invoice,,,NU Sold Products
,03/11/2025,Invoice,1311,Credit Card Processing:Credit Card Processing Fee,4% Credit Card Processing Fee,1.00,138.00,138.00,"20,902.50",AEP/SWEPCO - Shreveport,Credit Card Processing Fee,"PO: VerbalOrdered by: Brian RileyThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Credit Card Processing Fee Income,"AEP / SWEPCO - Shreveport, LA","AEP / SWEPCO - Shreveport, LA",Credit Card Processing Fee,01/22/2025,,,4%,0.00,,LA-Caddo-Shreveport-D017LE-D017SB,Invoice,,,Credit Card Processing Fee
